Ankara;(39. Yarış Günü);18/07/2026
1. Kosu :   14.00;ŞARTLI 4/DHÖW; 3 Yaşlı Araplar; 57.00kg; 1300m; Çim;;;;Rekor Derece :1.23.75
İkramiye;;;;;Yetiştirici Primi;;;;
1.)595.000 TL;2.)238.000 TL;3.)119.000 TL;4.)59.500 TL;5.)29.750 TL;1.)178.500 TL;2.)71.400 TL;3.)35.700 TL;4.)17.850 TL;5.)8.925 TL;
4;FRANKI CHA CHA KG SK;3y d  e;AUTHORIZED (IRE);ROYAL CHICK;58;E.ÇANKAYA;SERDAL ADALI;K.ARDA;5;%2.18(8)  %2.11(8);71;2:13.28;27,50;3 Boy
5;LEGENDARY MAJESTY K SKG;3y d  e;AVERY ISLAND (USA);DOLPHINS GIRL;58;M.KAYA;YUNUS DEMİRHAN;AT.GÖKÇE;6;%3.09(6)  %2.9(6);75;2:13.82;13,40;
6;ZAGROS RÜZGARI K DB ÖG;3y d  e;HAKEEM (USA);SARAJEVO;58;M.AKYAVUZ;BEKİR AKYAVUZ;E.AKYAVUZ;8 - DS;%6.4(4)  %5.88(4);87;2:14.08;14,30;
7;ALMIGHTY ESPRIT SKG SK;3y d  e;BLUEGRASS CAT (USA);PURE ONE (USA);58;G.KOCAKAYA;GÜRHAN Ş. ÖZBELGE;T.ŞİT;2;%17.98(2)  %17.14(2);89;2:14.45;5,40;
8;LUPELIUS DB SKG SK YP;3y d  e;MER DE GLACE (JPN);MAGISTRAL;58;E.ÇİZİK;CİHAT GÜROĞLU;AR.KILIÇ;4;%0.76(9)  %0.55(9);52;2:18.17;25,25;
9;HARDOX KG K;3y d  e;RUN AWAY AND HIDE (USA);MUNKHBAT;58;V.ABİŞ;FERHAN YETİŞ;N.DÜNDAR;7 - DS;%2.46(7)  %2.23(7);89;2:25.71;14,45;
GANYAN(8) :1,55 TL, 1. 6'LI GANYAN(4/1/9/7/3/8) :4.398,81 TL, İKİLİ(2/8) :3,10 TL, SIRALI İKİLİ(8/2) :4,55 TL, ÜÇLÜ BAHİS(8/2/3) :75,90 TL, PLASE(2) :1,05 TL, PLASE(8) :1,05 TL, 5. ÇİFTE(3/8) :2,20 TL

7. Kosu :   17.00;KV-6/DHÖW; 4 ve Yukarı Araplar; 57.50kg; 60.00 kg; 2200m; Çim;;;;Rekor Derece :2.27.95
İkramiye;;;;;Yetiştirici Primi;;;;
1.)835.000 TL;2.)334.000 TL;3.)167.000 TL;4.)83.500 TL;5.)41.750 TL;1.)200.400 TL;2.)80.160 TL;3.)40.080 TL;4.)20.040 TL;5.)10.020 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;SIKIDOST KG DB SK;7y k  a;KIBRISLI;DEDESİNİN GÜLÜ;56 +0.50;M.S.ÇELİK;MELİS KURTEL EMİN;C.DEMİR;1;%23.05(1);97;2:28.11;3,25;1,5  Boy
2;ATABEYLİ KG;6y a  a;AYABAKAN;CİHAN DEĞER;60;V.ABİŞ;ASIYA ÖNEL;Ü.ARSLAN;2;%15.62(3);94;2:28.38;4,85;2 Boy
3;KRAL SULTAN SKG;4y k  a;ŞAHİNTER;SULTANLAR SULTANI;57,5;M.KAYA;MUSTAFA YILMAZ;HÜS.KAYA;5;%14.98(4);88;2:28.69;4,95;1 Boy
4;PLATFORM KG DB SK;5y k  a;ÖZGÜNHAN;ANCELİNA;57;G.KOCAKAYA;AHMET ŞAHİN;İ.ÇEÇAN;7 - DS;%14.57(5);93;2:28.87;5,15;3,5 Boy
5;DELİ UMUT K;4y k  a;DEDE SEYDO;RASGALDİ;57,5;MÜS.ÇELİK;İMAM KATI;C.KATI;4;%3.86(7);78;2:29.46;20,00;
6;YELBOZAN KG K;4y a  a;AYABAKAN;GÜNKURUSU;57,5;A.KURŞUN;MEHMET GÜNEŞ;Ü.ARSLAN;3;%19.33(2);90;2:29.95;3,75;
7;ŞIKTURBO KG DB SK;6y k  a;TURBO;ŞIPSEVDİ;60;M.AKYAVUZ;CÜNEYT BUĞDAYCI;Ş.AYDEMİR;6 - DS;%8.59(6);97;2:33.03;8,65;
GANYAN(7) :3,25 TL, İKİLİ(1/7) :9,55 TL, SIRALI İKİLİ(7/1) :20,50 TL, ÜÇLÜ BAHİS(7/1/4) :184,10 TL, 6. ÇİFTE(8/7) :7,10 TL

8. Kosu :  CANBERK KOŞUSU 17.30;ŞARTLI 1/DHÖW; 3 Yaşlı Araplar; 57.00kg; 1200m; Kum;;;;Rekor Derece :1.20.56
İkramiye;;;;;Yetiştirici Primi;;;;
1.)835.000 TL;2.)334.000 TL;3.)167.000 TL;4.)83.500 TL;5.)41.750 TL;1.)250.500 TL;2.)100.200 TL;3.)50.100 TL;4.)25.050 TL;5.)12.525 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;KILINÇ AĞA KG SK;3y k  e;CANBERKTAY;MEHVEŞ ANA;57;SAL.ÇELİK;ABDULLAH KILINÇ;K.ŞENTÜRK;4;%22.93(2);;1:26.09;2,45;4 Boy
2;MELİHCİM KG SK;3y a  e;DENİZİM;ARANAN;57;A.KURŞUN;M.TEVFİK DEVRİMCİ;MEH.AKKUŞ;8;%15(3);;1:26.74;8,30;15 Boy
3;ÜLFET ŞEKERİ KG DB SK;3y a  d;FERİT BABA;KÖYLÜKIZI;55 +1.00;F.ÇETİNBAŞ;MEHMET ALİ YARDIMCI;Y.UÇAR;9;%1.02(9);;1:29.13;25,20;5 Boy
4;BAKTAVORLİ SK;3y k  e;DİLİRAN;DERİNABLA;57;MÜS.ÇELİK;MERAL ÖZKAN;RAM. KAYA;7;%9.28(5);;1:29.98;10,80;1 Boy
5;AKDERELİ KG K;3y a  e;SAADIN GÜCÜ;HİLALEDA;57;U.TEMUR;ANNA KÖSEALİ;HÜS.TEKİNALP;6;%13.61(4);;1:30.16;5,15;
6;MADAM DAISY KG SK;3y a  d;FİRİKYA;BEJANOVA;55 +1.00;M.A.AKGÖBEK;MEHMET AKGÖBEK;Y.C. KARATOPRAK;3;%2.36(7);;1:30.65;21,20;
7;BULLETS SKG SK;3y k  e;SERDÜMEN;ÇAK TURBO;57;G.KOCAKAYA;GÜRHAN Ş. ÖZBELGE;T.ŞİT;2;%31.41(1);;1:33.62;2,85;
8;ONURLU TOPRAK KG SK;3y a  e;ORHUNKAAN;GÜLTOPRAK;57 +0.10;M.T.COŞKUN AP;SEZAİ TURAN;Y.ÇAĞLAR;5;%1.41(8);;1:36.43;28,50;
9;ÖLDÜRMEYEN GÜÇLENDİRİR KG;3y a  e;GÜMBÜRGÜMBÜR;OLGUKIZI;57 +0.30;N.DEMİR;ABDULLAH BALKU;A.GÜVEN;1;%2.99(6);;1:39.23;18,25;


